23-01-2023 20:37:00 - tempAmbiente: 30.0C° tempInt: 36.2C° tempRef: 45.0C°
23-01-2023 20:37:05 - tempAmbiente: 30.0C° tempInt: 36.1C° tempRef: 45.0C°
23-01-2023 20:37:13 - tempAmbiente: 30.0C° tempInt: 35.9C° tempRef: 45.0C°
23-01-2023 20:37:21 - tempAmbiente: 30.0C° tempInt: 35.8C° tempRef: 45.0C°
23-01-2023 20:37:00 - tempAmbiente: 30.0C° tempInt: 36.2C° tempRef: 45.0C°
23-01-2023 20:37:05 - tempAmbiente: 30.0C° tempInt: 36.1C° tempRef: 45.0C°
23-01-2023 20:42:49 - tempAmbiente: 30.0C° tempInt: 39.6C° tempRef: 65.0C°
23-01-2023 20:42:54 - tempAmbiente: 30.0C° tempInt: 39.6C° tempRef: 65.0C°
23-01-2023 20:43:00 - tempAmbiente: 30.0C° tempInt: 39.6C° tempRef: 65.0C°
23-01-2023 20:43:59 - tempAmbiente: 30.0C° tempInt: 39.0C° tempRef: 65.0C°
23-01-2023 20:44:06 - tempAmbiente: 30.0C° tempInt: 38.9C° tempRef: 65.0C°
23-01-2023 20:44:14 - tempAmbiente: 30.0C° tempInt: 38.8C° tempRef: 65.0C°
23-01-2023 20:44:22 - tempAmbiente: 30.0C° tempInt: 38.6C° tempRef: 65.0C°
23-01-2023 20:44:30 - tempAmbiente: 30.0C° tempInt: 38.6C° tempRef: 65.0C°
23-01-2023 20:44:38 - tempAmbiente: 30.0C° tempInt: 38.5C° tempRef: 65.0C°
23-01-2023 20:44:46 - tempAmbiente: 30.0C° tempInt: 38.6C° tempRef: 65.0C°
23-01-2023 20:44:53 - tempAmbiente: 30.0C° tempInt: 38.7C° tempRef: 65.0C°
23-01-2023 20:45:01 - tempAmbiente: 30.0C° tempInt: 38.9C° tempRef: 65.0C°
23-01-2023 20:45:09 - tempAmbiente: 30.0C° tempInt: 39.0C° tempRef: 65.0C°
23-01-2023 20:45:17 - tempAmbiente: 30.0C° tempInt: 39.4C° tempRef: 65.0C°
23-01-2023 20:45:25 - tempAmbiente: 30.0C° tempInt: 39.6C° tempRef: 65.0C°
23-01-2023 20:45:33 - tempAmbiente: 30.0C° tempInt: 39.9C° tempRef: 65.0C°
23-01-2023 20:45:42 - tempAmbiente: 30.0C° tempInt: 40.4C° tempRef: 65.0C°
23-01-2023 20:45:50 - tempAmbiente: 30.0C° tempInt: 40.8C° tempRef: 65.0C°
23-01-2023 20:45:58 - tempAmbiente: 30.0C° tempInt: 41.2C° tempRef: 65.0C°
23-01-2023 20:46:06 - tempAmbiente: 30.0C° tempInt: 41.7C° tempRef: 65.0C°
23-01-2023 20:46:13 - tempAmbiente: 30.0C° tempInt: 42.1C° tempRef: 65.0C°
23-01-2023 20:46:21 - tempAmbiente: 30.0C° tempInt: 42.6C° tempRef: 65.0C°
23-01-2023 20:46:29 - tempAmbiente: 30.0C° tempInt: 43.1C° tempRef: 65.0C°
23-01-2023 20:46:37 - tempAmbiente: 30.0C° tempInt: 43.6C° tempRef: 65.0C°
23-01-2023 20:46:45 - tempAmbiente: 30.0C° tempInt: 44.2C° tempRef: 65.0C°
23-01-2023 20:46:53 - tempAmbiente: 30.0C° tempInt: 44.8C° tempRef: 65.0C°
23-01-2023 20:47:00 - tempAmbiente: 30.0C° tempInt: 45.3C° tempRef: 65.0C°
23-01-2023 20:47:09 - tempAmbiente: 30.0C° tempInt: 45.9C° tempRef: 65.0C°
23-01-2023 20:47:16 - tempAmbiente: 30.0C° tempInt: 46.5C° tempRef: 65.0C°
23-01-2023 20:47:24 - tempAmbiente: 30.0C° tempInt: 47.2C° tempRef: 65.0C°
23-01-2023 20:47:32 - tempAmbiente: 30.0C° tempInt: 47.8C° tempRef: 65.0C°
23-01-2023 20:47:40 - tempAmbiente: 30.0C° tempInt: 48.4C° tempRef: 65.0C°
23-01-2023 20:47:48 - tempAmbiente: 30.0C° tempInt: 49.2C° tempRef: 65.0C°
23-01-2023 20:47:55 - tempAmbiente: 30.0C° tempInt: 49.9C° tempRef: 65.0C°
23-01-2023 20:48:03 - tempAmbiente: 30.0C° tempInt: 50.5C° tempRef: 60.0C°
23-01-2023 20:48:11 - tempAmbiente: 30.0C° tempInt: 51.2C° tempRef: 60.0C°
23-01-2023 20:48:19 - tempAmbiente: 30.0C° tempInt: 51.9C° tempRef: 60.0C°
23-01-2023 20:48:28 - tempAmbiente: 30.0C° tempInt: 52.6C° tempRef: 55.0C°
23-01-2023 20:48:36 - tempAmbiente: 30.0C° tempInt: 53.2C° tempRef: 55.0C°
23-01-2023 20:48:44 - tempAmbiente: 30.0C° tempInt: 53.8C° tempRef: 55.0C°
23-01-2023 20:48:53 - tempAmbiente: 30.0C° tempInt: 54.3C° tempRef: 55.0C°
23-01-2023 20:49:01 - tempAmbiente: 30.0C° tempInt: 54.8C° tempRef: 55.0C°
23-01-2023 20:49:09 - tempAmbiente: 30.0C° tempInt: 55.2C° tempRef: 55.0C°
23-01-2023 20:49:17 - tempAmbiente: 30.0C° tempInt: 55.5C° tempRef: 55.0C°
23-01-2023 20:49:25 - tempAmbiente: 30.0C° tempInt: 55.8C° tempRef: 55.0C°
23-01-2023 20:49:34 - tempAmbiente: 30.0C° tempInt: 56.0C° tempRef: 55.0C°
23-01-2023 20:49:43 - tempAmbiente: 30.0C° tempInt: 56.1C° tempRef: 55.0C°
23-01-2023 20:49:50 - tempAmbiente: 30.0C° tempInt: 56.1C° tempRef: 55.0C°
23-01-2023 20:49:58 - tempAmbiente: 30.0C° tempInt: 56.2C° tempRef: 55.0C°
23-01-2023 20:50:06 - tempAmbiente: 30.0C° tempInt: 56.1C° tempRef: 55.0C°
23-01-2023 20:50:14 - tempAmbiente: 30.0C° tempInt: 56.1C° tempRef: 55.0C°
23-01-2023 20:50:22 - tempAmbiente: 30.0C° tempInt: 56.1C° tempRef: 55.0C°
23-01-2023 20:50:31 - tempAmbiente: 30.0C° tempInt: 55.9C° tempRef: 55.0C°
23-01-2023 20:50:39 - tempAmbiente: 30.0C° tempInt: 55.9C° tempRef: 55.0C°
23-01-2023 20:50:47 - tempAmbiente: 30.0C° tempInt: 55.8C° tempRef: 55.0C°
23-01-2023 20:50:55 - tempAmbiente: 30.0C° tempInt: 55.8C° tempRef: 55.0C°
24-01-2023 01:43:33 - tempAmbiente: 26.1C° tempInt: 28.3C° tempRef: 55.0C°
24-01-2023 01:43:41 - tempAmbiente: 26.1C° tempInt: 28.3C° tempRef: 55.0C°
24-01-2023 01:43:49 - tempAmbiente: 26.1C° tempInt: 28.2C° tempRef: 55.0C°
